,Label,Message
225,info,"* KSRTC m-Ticket *  from: PONDICHERRY to: TRICHY PsngrName: Oscar TripCode: 046PONTRI PNR No.: J93010120 JnyDate: 2010-07-04 DepTime: 0:46  SeatNo.: 8, 23, 25, 27, 30, 31  Class: AC Sleeper  BoardingPt: PONDICHERRY Bus Stand Road Txn Password: 3455 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
226,spam,Celebrate birthday parties at Papa John's. Packages @ Rs. 149* onward. Call us on 1800 3010 7272 to know more. *T&C Apply
227,ham,will meet for 48 hours
228,spam,"Greetings, Ebay wishes you a Happy Independence day."
229,info,Appointment with Dr Clayton in Puducherry on 2010-05-06 at 20:26 is confirmed. For queries call 1800 1752 3668. Your appt. might get delayed in case the doctor is attending an emergency.
230,info,YourBus (Shirdi-PALAKKAD 16:39) left  Agara Flyover at 17:39 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
231,ham,I'll call you later.
232,ham,look for direction to mumbai in maps
233,info,"Thank you for choosing radiocabs for 2012-01-30 at 13:22. Cab:KA57A7138 , Chauffer: Nicolas, Cell: 9165322465 will reach you. T&C apply, visit www.radiocabs.com"
234,spam,Delivered: Your package withSmarty Pet Soft padded Body Set...was successfully delivered. More info at http://snapdeal.com/cBfWh1e
235,ham,yeah what time is it again?
236,info,"Repair ref.no for your car is JC43736167 opened on 2014-12-09 10:33hrs,ETD of your car is 2014-12-10 12:46hrs and est.repair amt is Rs.2982 Rgds, Hyundai Auto Agency"
237,ham,next chemistry class is on tuesday 2-3pm
238,spam,"Greetings, Paytm SELLER SERVICES wishes you a Happy Marriage Anniversary."
239,spam,Delivered: Your package withPrestige PGMFB 800-Watt Grill Sandwich Toasterwas successfully delivered. More info at http://amazon.com/cBfWh1e
240,info,"Welcome to HOMETOWN BC R.No. 201, 124, 213 Ch.In 2010-08-12 13:39 Ch.out 2010-08-24 12:00."
241,ham,No . Its between u and my parents?
242,ham,lets meet after a month
243,spam,Delivered: Your package withFormula 1 Black Gold Tire Shine (680 ml)was successfully delivered. More info at http://patm.com/cBfWh1e
244,spam,Delivered: Your package withSri Low Quality Stainless Steel Blades With Safety Guard Dog Nail Clipper~was successfully delivered. More info at http://patm.com/cBfWh1e
245,info,"[Joe Muggs] Hi Stephen, your reservation is confirmed for 5 people on 2010-12-20 at 13:26. We can hold your table for a maximum of 10 mins."
246,ham,greet mary and her brother
247,ham,lets meet day after 23 oct
248,ham,meeting will be there at 5pm
249,ham,Can you pick me up from the airport on the 17th?
250,info,"Dear Guest, Thanks for choosing Haldiram 's. Order ID 3447. Delivery by 2010-11-01 10:53. Enjoy 19% discount on your next purchase. Code R5M4ON. T&C."
251,info,"Welcome to Biodynamic Massage salon R.No. 115, 193, 431, 463 Ch.In 2010-12-02 16:15 Ch.out 2010-12-18 12:00."
252,ham,ok.. then meet friday eveng at fossil-fuel power station
253,info,"Dear Guest, Thanks for choosing Dracula 's Cabaret Restaurant. Order ID 7187. Delivery by 2014-09-16 22:42. Enjoy 10% discount on your next purchase. Code EWXKD7. T&C."
254,ham,mary's birthday party on 12th. meet susan there
255,ham,may meet susan in may 2nd week
256,ham,Mary will meet me today at lunch
257,spam,Delivered: Your package withThe Official Guide to the GR...was successfully delivered. More info at http://shopclues.com/cBfWh1e
258,ham,Reply to rohini mail at 7:30pm
259,ham,I need to pick up few kg tomatoes while coming from office
260,info,"Welcome to varandah R.No. 307, 268 Ch.In 2009-10-29 2:48 Ch.out 2009-11-27 12:00."
261,info,"* KSRTC m-Ticket *  from: SAGAR to: PUDUKOTAI PsngrName: Victor TripCode: 1647SAGPUD PNR No.: J32944568 JnyDate: 2013-07-16 DepTime: 16:47  SeatNo.: 49, 10, 28, 52, 39  Class: Non-AC chair  BoardingPt: SAGAR Bus Stand Road Txn Password: 8351 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
262,spam,OTP is 381871 for the txn of INR 4771.00 at SPICE JET on your ICICI bank Debit card ending with 7627. Valid till 20:24:48. Do not share the OTP with anyone for security reasons
263,spam,OTP is 333726 for the txn of INR 17204.00 at Maruti Auto Agency on your SBI bank CREDIT card ending with 5687. Valid till 16:42:23. Do not share the OTP with anyone for security reasons
264,info,"Hi Customer, Booking ID: WFCCPSF. Seats: PLATINUM-J10,J11,J12, 3 seat(s) for Hacksaw Ridge on 2013-07-10 6:42 at Innovative Multiplex: Marathahalli. Please carry your CC/DC card which was used for booking tickets."
265,info,"Repair ref.no for your car is JC38384445 opened on 2011-05-18 16:40hrs,ETD of your car is 2011-05-19 1:58hrs and est.repair amt is Rs.1351 Rgds, Lakshmi Auto Agency"
266,spam,"Greetings, UCO Bank wishes you a Happy Independence day."
267,info,Welcome to Go-Karts Plus R.No. 568 Ch.In 2011-07-16 14:27 Ch.out 2011-08-10 12:00.
268,ham,remind me to complete the assignment on time
269,ham,Plans for lunch?
270,spam,"Greetings, Docomo wishes you a Happy Holi."
271,ham,Hey..r u free tomorrow??
272,spam,Delivered: Your package withArtificial Intelligence: A Modern Approachwas successfully delivered. More info at http://amazon.com/cBfWh1e
273,info,"Welcome to Rooftop Building R.No. 242, 197, 535 Ch.In 2010-09-09 21:12 Ch.out 2010-10-01 12:00."
274,ham,lets meet on morning after chuseok
275,ham,remind me to turn on the geysor every morning at 6
276,info,"Hi Customer, Booking ID: W3ZVNCN. Seats: PLATINUM-N13,N14,N15,N16,N17,N18,N19, 7 seat(s) for Ice Age: Collision Course on 2015-01-27 10:48 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
277,spam,Delivered: Your package withWise and Otherwisewas successfully delivered. More info at http://myantra.com/cBfWh1e
278,ham,Tom told no to her
279,ham,Hey..remember we have to attend Khushi's party tomorrow..
280,ham,"sure, when is a good time?"
281,ham,Ya he is working hard to get in top 10.
282,spam,"Consult our expert Dr.Veena(34 years of experience in Gynaecology) from Mon to Sat,5pm-6.30pm for Rs.500 only at Apollo Clinic Indiranagar. Call 080-39202237/15"
283,info,YourBus (ALIKE-HUNDIMALA 4:25) left  Chamarajpet at 5:25 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
284,info,Aryan Auto Agency : Service of your car KA54X4444 is due in 11 days on 2011-04-10. Please contact us at 9454571531 to book a service.
285,spam,Delivered: Your package withAutofurnish Magnetic Sun Shades for Tata Safari Storm...was successfully delivered. More info at http://myantra.com/cBfWh1e
286,info,Aryan Auto Agency : Service of your car KA17H2116 is due in 67 days on 2014-06-25. Please contact us at 9863256827 to book a service.
287,ham,ok I will call her.
288,info,"* KSRTC m-Ticket *  from: Madurai to: KARAIKUDI PsngrName: Caden TripCode: 339MadKAR PNR No.: J93970558 JnyDate: 2010-01-12 DepTime: 3:39  SeatNo.: 45, 15, 17, 50, 19, 20, 56  Class: Non-AC Sleeper  BoardingPt: Madurai Residency Road Txn Password: 7837 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
289,ham,I'll be in london this day next year.
290,info,Appointment with Dr Damien in KASARGOD on 2011-07-28 at 3:21 is confirmed. For queries call 1800 8721 1518. Your appt. might get delayed in case the doctor is attending an emergency.
291,ham,i will call john on monday night at 12am in office
292,info,"* KSRTC m-Ticket *  from: KOLAR to: THRISSUR PsngrName: Adrian TripCode: 2243KOLTHR PNR No.: J38748795 JnyDate: 2010-05-18 DepTime: 22:43  SeatNo.: 56, 49, 58, 31  Class: AC Sleeper  BoardingPt: KOLAR Rly Station Txn Password: 4422 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
293,spam,OTP is 187566 for the txn of INR 12964.00 at Jabong on your SBI bank CREDIT card ending with 4664. Valid till 23:32:37. Do not share the OTP with anyone for security reasons
294,ham,Call Pitaji once...
295,info,"Repair ref.no for your car is JC64374562 opened on 2013-01-03 3:22hrs,ETD of your car is 2013-01-04 10:33hrs and est.repair amt is Rs.2414 Rgds, Maruti Auto Agency"
296,ham,I need to drop off the luggage by EOD
297,ham,Tom's father is Harper's son.
298,info,"PNR:4664775546,TRAIN:12135,DOJ:2011-08-19,AC3,BGAE-BHET,Dep:1:11, Dillon,B2 59 , Fare:6318,SC:10.0+PG+INS"
299,info,"Hi Customer, Booking ID: WXAA8KE. Seats: GOLD-H11,H12,H13, 3 seat(s) for Allegiant on 2014-08-02 20:52 at INOX: Garuda Swagath Mall, Jayanagar. Please carry your CC/DC card which was used for booking tickets."
